team_name,validation_accuracy,validation_f1_score,timestamp
TeamTeste_GCN4,0.5555555555555556,0.5546232876712329,2026-02-20 06:34:05
sample_submission,0.47058823529411764,0.4702261360235968,2026-02-20 06:33:34
